@relation forum

@attribute beer_relationships_count real
@attribute anime_relationships_count real
@attribute fitness_relationships_count real
@attribute anime_keywords real
@attribute beer_keywords real
@attribute economics_keywords real
@attribute fitness_keywords real
@attribute robotics_keywords real
@attribute dbpedia_entities real
@attribute post_length real
@attribute topic {anime, beer, economics, fitness, robotics}

@data
0.0,0.0,0.0,0.08571428571428572,1.0,0.0,0.08571428571428572,0.02857142857142857,13.0,1255.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.014285714285714285,0.0,9.0,831.0,beer
0.0,0.0,0.0,0.0,1.0,0.03636363636363636,0.05454545454545454,0.0,10.0,582.0,beer
0.0,0.0,1.0,0.0,1.0,0.0,0.043478260869565216,0.0,5.0,359.0,beer
0.0,0.0,0.0,0.0,1.0,0.023255813953488372,0.0,0.0,3.0,276.0,beer
0.0,0.0,0.0,0.0,1.0,0.022222222222222223,0.8,0.0,5.0,554.0,beer
0.0,0.0,0.0,0.0,1.0,0.014492753623188406,0.028985507246376812,0.0,10.0,948.0,beer
0.0,0.0,0.0,0.0,1.0,0.019230769230769232,0.019230769230769232,0.0,6.0,437.0,beer
0.0,0.0,0.0,0.0,1.0,0.006802721088435374,0.0,0.0,9.0,522.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,3.0,203.0,beer
0.0,0.0,0.0,0.0,1.0,0.011627906976744186,0.046511627906976744,0.0,10.0,930.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.22580645161290322,0.0,4.0,137.0,beer
0.0,0.0,0.0,0.0,1.0,0.011764705882352941,0.0,0.0,6.0,355.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.01694915254237288,0.0,7.0,477.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,378.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,372.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.23529411764705882,0.0,4.0,126.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,295.0,beer
0.0,0.0,0.0,0.0,1.0,0.011627906976744186,0.313953488372093,0.005813953488372093,27.0,1371.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.043478260869565216,0.0,2.0,324.0,beer
0.0,0.0,0.0,0.03571428571428571,1.0,0.03571428571428571,0.10714285714285714,0.0,11.0,894.0,beer
0.0,0.0,0.0,0.0,1.0,0.021739130434782608,0.08695652173913043,0.021739130434782608,4.0,145.0,beer
0.0,0.0,0.0,0.0,1.0,0.009708737864077669,0.009708737864077669,0.0,10.0,1073.0,beer
0.0,0.0,0.0,0.0,1.0,0.078125,0.15625,0.015625,13.0,945.0,beer
0.0,0.0,0.0,0.0,1.0,0.005847953216374269,0.023391812865497075,0.0,12.0,1188.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.05714285714285714,0.05714285714285714,13.0,726.0,beer
0.0,0.0,0.0,0.005128205128205128,1.0,0.06153846153846154,0.05641025641025641,0.005128205128205128,30.0,1901.0,beer
0.0,0.0,0.0,0.0,1.0,0.25396825396825395,0.031746031746031744,0.0,9.0,503.0,beer
0.0,0.0,0.0,0.0,1.0,0.018518518518518517,0.018518518518518517,0.0,12.0,453.0,beer
0.0,0.0,0.0,0.0,1.0,0.4074074074074074,0.1111111111111111,0.037037037037037035,8.0,548.0,beer
0.0,0.0,0.0,0.027777777777777776,1.0,0.027777777777777776,0.25,0.027777777777777776,16.0,995.0,beer
0.0,0.0,1.0,0.475,1.0,0.125,0.25,0.05,25.0,1695.0,beer
0.0,0.0,0.0,0.0,1.0,1.0,0.03333333333333333,0.0,4.0,168.0,beer
0.0,0.0,0.0,0.0,1.0,0.12,0.04,0.04,9.0,598.0,beer
0.0,0.0,0.0,0.2064516129032258,1.0,0.14193548387096774,0.07741935483870968,0.0,31.0,2036.0,beer
0.0,0.0,0.0,0.01818181818181818,0.7454545454545455,0.12727272727272726,1.0,0.0,37.0,2365.0,beer
0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.045454545454545456,0.0,2.0,114.0,beer
0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,15.0,538.0,beer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.047619047619047616,0.0,3.0,193.0,beer
0.0,0.0,0.0,0.047619047619047616,1.0,0.0,0.047619047619047616,0.0,6.0,342.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.02564102564102564,0.0,8.0,262.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.043478260869565216,0.0,5.0,369.0,beer
0.0,0.0,0.0,0.0,1.0,0.009708737864077669,0.3106796116504854,0.0,16.0,1116.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.0,5.0,365.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,142.0,beer
0.0,0.0,0.0,0.0,0.6153846153846154,0.0,1.0,0.0,10.0,893.0,beer
0.0,0.0,0.0,0.0,1.0,0.03076923076923077,0.13846153846153847,0.015384615384615385,19.0,1400.0,beer
0.0,0.0,0.0,0.006578947368421052,1.0,0.006578947368421052,0.046052631578947366,0.0,17.0,1080.0,beer
0.0,0.0,0.0,0.0,1.0,0.021739130434782608,0.08695652173913043,0.0,13.0,933.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.16,0.0,10.0,448.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,606.0,beer
0.0,0.0,0.0,0.03614457831325301,0.7469879518072289,0.26506024096385544,1.0,0.0963855421686747,68.0,7773.0,beer
0.0,0.0,0.0,0.0,1.0,0.038461538461538464,0.07692307692307693,0.01282051282051282,9.0,795.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.03333333333333333,0.0,3.0,173.0,beer
0.0,0.0,0.0,0.0,1.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,6.0,344.0,beer
0.0,0.0,0.0,0.0,1.0,0.6181818181818182,0.01818181818181818,0.0,13.0,513.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,231.0,beer
0.0,0.0,0.0,0.03418803418803419,1.0,0.05982905982905983,0.05128205128205128,0.0,25.0,1607.0,beer
0.0,0.0,0.0,0.0,1.0,0.009523809523809525,0.009523809523809525,0.0,9.0,735.0,beer
0.0,0.0,0.0,0.0,1.0,0.10526315789473684,0.05263157894736842,0.0,9.0,626.0,beer
0.0,0.0,0.0,0.0,1.0,0.06593406593406594,0.27106227106227104,0.0,59.0,3865.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.017543859649122806,0.0,6.0,235.0,beer
0.0,0.0,0.0,0.0,1.0,0.06989247311827956,0.0967741935483871,0.0,59.0,2408.0,beer
0.0,0.0,0.0,0.0,1.0,0.011764705882352941,0.0,0.0,3.0,116.0,beer
0.0,0.0,0.0,0.0,1.0,0.10576923076923077,0.16346153846153846,0.0,35.0,2096.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,137.0,beer
0.0,0.0,0.0,0.0,1.0,0.020689655172413793,0.07586206896551724,0.0,14.0,505.0,beer
0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.022222222222222223,0.0,4.0,355.0,beer
0.0,0.0,0.0,0.0,1.0,0.09243697478991597,0.025210084033613446,0.0,9.0,507.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,92.0,beer
0.0,0.0,0.0,0.0,1.0,0.07741935483870968,0.08387096774193549,0.012903225806451613,20.0,1414.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.043478260869565216,0.043478260869565216,2.0,101.0,beer
0.0,0.0,0.0,0.009708737864077669,1.0,0.4563106796116505,0.2621359223300971,0.038834951456310676,20.0,1099.0,beer
0.0,0.0,0.0,0.0,1.0,0.028985507246376812,0.13043478260869565,0.043478260869565216,14.0,863.0,beer
0.0,0.0,0.0,0.0,1.0,0.020833333333333332,0.0625,0.0,12.0,1578.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,166.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,4.0,325.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,598.0,beer
0.0,0.0,0.0,0.0,1.0,0.011363636363636364,0.0,0.0,3.0,402.0,beer
0.0,0.0,0.0,0.005847953216374269,1.0,0.011695906432748537,0.04678362573099415,0.005847953216374269,19.0,914.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.0,3.0,200.0,beer
0.0,0.0,0.0,0.0,1.0,0.0425531914893617,0.02127659574468085,0.0,6.0,138.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.038461538461538464,0.038461538461538464,6.0,283.0,beer
0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.3870967741935484,0.03225806451612903,6.0,740.0,beer
0.0,0.0,0.0,0.0,1.0,0.030303030303030304,0.030303030303030304,0.0,7.0,517.0,beer
0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.10227272727272728,0.0,15.0,1036.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,8.0,708.0,beer
0.0,0.0,0.0,0.0,1.0,0.013888888888888888,0.19444444444444445,0.013888888888888888,37.0,2828.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.05555555555555555,0.027777777777777776,7.0,389.0,beer
0.0,0.0,0.0,0.0,1.0,0.010416666666666666,0.13541666666666666,0.010416666666666666,15.0,871.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1111111111111111,5.0,141.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.029411764705882353,0.014705882352941176,15.0,957.0,beer
0.0,0.0,0.0,0.0,1.0,0.11320754716981132,0.03773584905660377,0.0,8.0,421.0,beer
0.0,0.0,0.0,0.018867924528301886,1.0,0.20754716981132076,0.39622641509433965,0.018867924528301886,11.0,1268.0,beer
0.0,0.0,0.0,0.0,1.0,0.08661417322834646,0.0,0.0,12.0,969.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,7.0,543.0,beer
0.0,0.0,0.0,0.0,1.0,0.044444444444444446,0.06666666666666667,0.022222222222222223,7.0,577.0,beer
0.0,0.0,0.0,0.0,1.0,0.022727272727272728,0.11363636363636363,0.0,3.0,377.0,beer
0.0,0.0,0.0,0.0,1.0,0.022727272727272728,0.06818181818181818,0.0,13.0,716.0,beer
0.0,0.0,0.0,0.0,0.8378378378378378,0.0,1.0,0.0,13.0,778.0,beer
0.0,0.0,0.0,0.0,1.0,0.23809523809523808,0.0,0.0,3.0,712.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,12.0,429.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,2.0,258.0,beer
0.0,0.0,0.0,0.0,1.0,0.6428571428571429,0.047619047619047616,0.0,7.0,776.0,beer
0.0,0.0,0.0,0.0,1.0,0.38461538461538464,0.038461538461538464,0.0,12.0,718.0,beer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.041666666666666664,0.0,6.0,295.0,beer
0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.07407407407407407,9.0,454.0,beer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265.0,fitness
0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,2.0,314.0,fitness
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,101.0,fitness
0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,3.0,639.0,fitness
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,233.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,428.0,fitness
0.0,0.0,0.0,0.05813953488372093,0.03488372093023256,0.046511627906976744,1.0,0.06976744186046512,27.0,3155.0,fitness
0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,1.0,0.0,3.0,358.0,fitness
0.0,0.0,0.0,0.0,0.3333333333333333,0.125,1.0,0.0,6.0,464.0,fitness
0.0,0.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,6.0,243.0,fitness
0.0,0.0,0.0,0.023809523809523808,0.0,0.0,1.0,0.0,2.0,362.0,fitness
0.0,0.0,1.0,0.0,0.07575757575757576,0.07575757575757576,0.3939393939393939,1.0,9.0,1401.0,fitness
0.0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,1.0,0.0,4.0,656.0,fitness
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,240.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,204.0,fitness
0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,1.0,0.11764705882352941,4.0,371.0,fitness
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,542.0,fitness
0.0,0.0,0.0,0.0,0.13114754098360656,0.7049180327868853,0.3770491803278688,1.0,19.0,2174.0,fitness
0.0,0.0,0.0,0.015625,0.046875,0.015625,1.0,0.03125,8.0,437.0,fitness
0.0,0.0,0.0,0.04,0.0,0.04,1.0,0.08,7.0,595.0,fitness
0.0,0.0,0.0,0.0,0.03125,0.0,1.0,0.0,3.0,421.0,fitness
0.0,0.0,0.0,0.0,0.061224489795918366,0.02040816326530612,1.0,0.0,9.0,1093.0,fitness
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,203.0,fitness
0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,2.0,303.0,fitness
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,163.0,fitness
0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,6.0,773.0,fitness
0.0,0.0,1.0,0.0,0.02531645569620253,0.012658227848101266,1.0,0.0,10.0,797.0,fitness
0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,2.0,331.0,fitness
0.0,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,1.0,0.07692307692307693,11.0,436.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0,295.0,fitness
0.0,0.0,0.0,0.041666666666666664,0.0,0.0,1.0,0.125,7.0,995.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,358.0,fitness
0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,3.0,244.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,247.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,277.0,fitness
0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,4.0,356.0,fitness
0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,1.0,0.0,7.0,810.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,367.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,433.0,fitness
0.0,0.0,0.0,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,88.0,fitness
0.0,0.0,0.0,0.0,0.04,0.02,1.0,0.04,12.0,1061.0,fitness
0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,1.0,0.047619047619047616,7.0,562.0,fitness
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,4.0,554.0,fitness
0.0,0.0,0.0,0.047619047619047616,0.0,0.0,1.0,0.0,5.0,358.0,fitness
0.0,0.0,0.0,0.0,0.15151515151515152,0.15151515151515152,1.0,0.0,12.0,1899.0,fitness
0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0,0.0,3.0,579.0,fitness
0.0,0.0,0.0,0.017857142857142856,0.23214285714285715,0.017857142857142856,1.0,0.0,14.0,1948.0,fitness
0.0,0.0,0.0,0.0,0.045454545454545456,0.06818181818181818,1.0,0.0,13.0,899.0,fitness
0.0,0.0,0.0,0.02127659574468085,0.0,0.0,1.0,0.0,6.0,671.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.0,fitness
0.0,0.0,0.0,0.0,0.0,0.3125,1.0,0.125,7.0,916.0,fitness
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,136.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,315.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,412.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,195.0,fitness
0.0,0.0,0.0,0.0,1.0,0.0,0.7083333333333334,0.20833333333333334,4.0,205.0,fitness
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,254.0,fitness
0.0,0.0,0.0,0.023809523809523808,0.14285714285714285,0.0,1.0,0.14285714285714285,22.0,2278.0,fitness
0.0,0.0,1.0,0.008771929824561403,0.0,0.02631578947368421,1.0,0.0,11.0,851.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,348.0,fitness
0.0,0.0,0.0,0.05,0.3,0.0,1.0,0.0,5.0,615.0,fitness
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,512.0,fitness
0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,0.0,4.0,381.0,fitness
0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,1.0,0.0,7.0,543.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,236.0,fitness
0.0,0.0,0.0,0.0,0.8857142857142857,0.14285714285714285,1.0,0.08571428571428572,16.0,1774.0,fitness
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,218.0,fitness
0.0,0.0,0.0,0.0,0.21428571428571427,0.0,1.0,0.14285714285714285,13.0,743.0,fitness
0.0,0.0,0.0,0.011494252873563218,0.011494252873563218,0.022988505747126436,1.0,0.0,7.0,430.0,fitness
0.0,0.0,0.0,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,399.0,fitness
0.0,0.0,1.0,0.0,0.2,0.1,1.0,0.2,9.0,1163.0,fitness
